Applicant_ID,Age,Education_Level,Employment_Duration_Years,Annual_Income,Owns_Home,Savings_Balance,Checking_Balance,Existing_Loans_Count,Credit_Card_Utilization,Loan_Amount,Loan_Duration_Months,Debt_to_Income_Ratio,Payment_History_Delay,Credit_Score,Credit_Status
ID_3136,32,High School,4.5,42507.47,1,1610.57,938.42,2,0.181,44309.63,48,0.274,1,570,0
ID_3137,40,Bachelor,1.4,45934.59,0,0.0,5617.06,1,0.047,39878.75,24,0.456,1,546,0
ID_3138,57,High School,2.0,117886.95,1,34395.95,5215.94,0,0.531,1000.0,24,0.004,0,703,1
ID_3139,24,Master,3.2,86026.71,1,0.0,8093.58,1,0.079,38714.99,36,0.158,0,653,0
ID_3140,21,Bachelor,0.1,96159.19,1,27354.83,6271.05,0,0.207,25503.76,60,0.056,1,648,1
ID_3141,40,High School,0.5,81632.83,0,6535.78,3955.77,1,0.133,16951.84,48,0.055,0,656,1
ID_3142,39,Bachelor,5.8,86952.9,1,10906.9,5209.97,0,0.294,25938.12,24,0.157,2,600,0
ID_3143,41,Bachelor,2.8,38405.61,1,6692.87,2395.47,0,0.442,19489.25,24,0.266,0,629,1
ID_3144,41,PhD,10.0,49055.07,1,0.0,5115.74,3,0.232,27281.68,60,0.117,2,542,0
ID_3145,36,High School,5.9,33025.73,0,0.0,1824.72,0,0.22,24626.23,36,0.261,1,555,0
ID_3146,56,High School,0.0,48764.41,0,0.0,1602.18,1,0.439,37377.84,24,0.402,2,459,0
ID_3147,19,Master,1.0,76271.34,0,20270.66,5438.43,1,0.131,1000.0,24,0.007,0,652,0
ID_3148,29,Master,0.5,57947.44,0,0.0,4991.9,0,0.059,28308.26,12,0.513,3,449,0
ID_3149,37,Bachelor,7.6,104374.47,1,17253.8,8502.29,0,0.291,24484.64,24,0.123,1,662,1
ID_3150,19,Bachelor,1.0,30616.43,0,9147.47,4695.57,1,0.232,65528.36,48,0.562,1,504,0
ID_3151,36,High School,3.8,69572.12,1,5772.02,4308.32,1,0.317,1000.0,36,0.005,1,625,1
ID_3152,58,Bachelor,5.7,29023.14,0,5708.95,2363.33,0,0.17,41596.86,60,0.301,1,609,1
ID_3153,39,High School,1.4,56788.45,0,6373.38,3010.64,0,0.451,32800.68,36,0.202,0,600,0
ID_3154,41,High School,2.9,78446.07,0,8227.16,8219.03,1,0.146,38793.87,24,0.26,2,553,0
ID_3155,23,Master,5.0,48666.62,1,11017.64,5510.31,4,0.203,16948.4,24,0.183,0,612,1
ID_3156,31,High School,0.9,71365.03,1,18074.82,8789.83,2,0.203,30748.49,36,0.151,2,569,0
ID_3157,34,Bachelor,1.5,33527.92,0,9872.42,0.0,1,0.113,27617.62,60,0.173,1,578,1
ID_3158,35,Master,2.9,23580.02,0,7259.35,2506.29,2,0.342,88648.87,60,0.789,1,460,0
ID_3159,54,High School,6.2,71575.98,1,17355.88,3657.93,0,0.47,19433.24,24,0.143,0,685,1
ID_3160,45,PhD,2.4,129573.7,1,13956.84,6466.74,0,0.122,10868.71,48,0.022,1,695,0
ID_3161,25,PhD,7.0,32924.67,0,11842.01,297.66,0,0.557,61019.03,48,0.486,1,496,0
ID_3162,41,Bachelor,0.5,99817.33,0,12000.0,3428.26,3,0.192,31190.09,24,0.164,1,569,0
ID_3163,44,High School,2.3,55365.49,0,6940.38,2719.52,2,0.323,34251.88,24,0.325,0,583,0
ID_3164,52,High School,6.2,27782.3,1,3423.92,0.0,0,0.623,45284.99,12,1.711,8,300,0
ID_3165,57,Bachelor,1.3,30768.52,0,4410.44,989.89,1,0.212,26381.89,12,0.9,0,543,0
ID_3166,26,High School,5.3,54605.64,1,0.0,2089.58,0,0.702,17455.92,36,0.112,2,484,0
ID_3167,29,High School,0.9,44257.0,0,6560.72,4404.06,1,0.456,27384.07,36,0.217,0,569,0
ID_3168,23,PhD,0.3,28100.52,1,3843.82,1593.16,0,0.33,9864.85,12,0.369,0,595,0
ID_3169,36,High School,0.6,23224.9,1,7097.5,3062.99,2,0.752,1000.0,60,0.009,1,523,0
ID_3170,44,Bachelor,13.3,35477.02,1,0.0,2465.19,0,0.687,9825.96,36,0.097,4,435,0
ID_3171,50,High School,4.0,59689.09,0,0.0,6765.37,1,0.177,1000.0,48,0.004,2,559,0
ID_3172,38,Bachelor,8.0,54003.26,0,0.0,1843.6,0,0.289,18441.68,36,0.12,1,576,0
ID_3173,35,Master,2.0,42166.49,0,12396.13,2285.88,0,0.465,16001.73,36,0.133,0,606,0
ID_3174,40,High School,4.5,59930.67,0,5221.95,5840.99,1,0.488,35865.75,36,0.209,2,500,0
ID_3175,28,High School,3.4,91127.36,0,15851.61,8883.38,1,0.247,27323.86,60,0.063,2,557,0
ID_3176,64,Bachelor,14.6,65977.12,0,9956.75,2734.36,0,0.161,22494.68,24,0.179,0,716,1
ID_3177,19,Bachelor,1.0,50988.0,0,8383.85,1398.58,1,0.188,46196.32,60,0.19,3,465,1
ID_3178,41,Bachelor,6.6,86166.44,0,10194.62,8339.05,1,0.088,17491.53,12,0.213,1,625,0
ID_3179,63,High School,0.2,33525.94,1,10107.52,548.61,0,0.041,5023.56,24,0.079,0,730,1
ID_3180,39,High School,4.0,48413.8,0,0.0,2881.1,1,0.314,1000.0,48,0.005,0,608,1
ID_3181,36,PhD,3.1,48994.14,1,10992.85,4943.74,1,0.269,25444.92,36,0.182,0,658,1
ID_3182,34,Master,13.1,29188.3,0,0.0,2474.73,0,0.16,24045.43,48,0.216,1,585,0
ID_3183,36,Bachelor,1.5,43917.27,1,4520.1,2644.04,1,0.547,47843.46,36,0.381,3,438,0
ID_3184,55,Master,1.6,19197.21,0,6894.21,2530.19,2,0.489,9383.32,36,0.171,3,440,0
ID_3185,18,Bachelor,0.0,140939.93,0,19351.78,9694.08,2,0.358,38500.72,12,0.287,0,577,0
ID_3186,57,Bachelor,1.4,33904.16,1,11353.24,616.95,0,0.151,1000.0,60,0.006,0,720,1
ID_3187,21,High School,0.7,119737.49,0,0.0,8861.42,1,0.139,1615.12,36,0.005,0,622,1
ID_3188,35,Bachelor,9.7,55217.89,0,17495.26,3902.7,1,0.13,31903.82,24,0.303,0,650,0
ID_3189,33,Bachelor,4.1,71856.91,1,18647.84,5308.82,0,0.272,37408.07,24,0.273,2,582,0
ID_3190,46,High School,9.9,42429.54,0,0.0,5867.58,1,0.384,1000.0,36,0.008,0,622,1
ID_3191,19,Bachelor,1.0,60112.0,1,4389.34,2342.76,0,0.067,10697.12,12,0.187,0,665,1
ID_3192,44,Bachelor,1.7,75000.11,0,9457.41,6859.87,0,0.715,25811.34,60,0.072,1,551,0
ID_3193,63,Bachelor,4.0,75529.32,0,22114.08,4104.78,1,0.174,23287.57,48,0.081,0,697,1
ID_3194,22,Bachelor,0.4,79808.61,0,22077.64,3652.93,0,0.299,34855.88,36,0.153,0,626,0
ID_3195,41,Master,12.3,45063.76,1,0.0,4504.9,0,0.241,41441.26,60,0.193,2,581,0
ID_3196,31,High School,2.6,42608.97,1,7883.53,4369.48,0,0.191,1991.35,60,0.01,0,691,1
ID_3197,44,Bachelor,2.5,24414.0,1,8728.7,4085.87,0,0.117,32991.52,60,0.284,0,679,1
ID_3198,39,Bachelor,1.8,70376.14,1,12621.69,7163.83,1,0.098,12046.87,36,0.06,0,707,1
ID_3199,31,Bachelor,3.1,93077.65,0,24177.0,6171.85,2,0.187,31039.94,36,0.117,1,596,0
ID_3200,44,High School,1.5,121539.04,0,28776.99,6071.24,0,0.427,16598.0,36,0.048,0,661,1
ID_3201,60,High School,2.3,63106.96,1,17666.27,3844.04,1,0.361,44381.16,36,0.246,0,671,1
ID_3202,36,Master,8.0,36929.28,0,2512.42,0.0,0,0.355,35562.0,36,0.337,0,587,0
ID_3203,47,Bachelor,9.0,23189.43,1,0.0,1614.14,0,0.177,7200.62,12,0.326,3,516,0
ID_3204,23,Master,1.8,91202.11,0,4894.2,5729.38,3,0.131,1000.0,12,0.012,1,570,0
ID_3205,27,Bachelor,3.2,22067.51,1,8842.35,2282.69,1,0.089,46409.46,48,0.552,2,524,0
ID_3206,44,Bachelor,10.4,45692.89,0,8759.67,4764.2,0,0.193,12292.67,60,0.056,1,643,1
ID_3207,56,Master,0.3,48428.64,1,1661.23,5330.14,1,0.369,14167.61,24,0.154,1,599,1
ID_3208,43,Bachelor,11.0,52327.24,0,6099.71,3162.11,0,0.413,38356.04,36,0.257,1,582,0
ID_3209,35,Bachelor,1.2,55154.92,1,7568.5,2727.54,2,0.344,6581.3,36,0.042,1,591,1
ID_3210,38,Bachelor,5.7,58050.8,1,15543.12,4579.03,0,0.212,28584.37,36,0.172,1,652,1
ID_3211,23,Master,4.4,16192.74,0,6738.03,1490.81,2,0.192,25332.13,24,0.821,3,371,0
ID_3212,46,Bachelor,4.0,54574.82,0,12028.03,1426.86,0,0.226,23531.07,48,0.113,0,663,1
ID_3213,49,Bachelor,9.8,17769.03,0,855.59,1068.22,1,0.306,46515.82,36,0.916,6,300,0
ID_3214,33,High School,0.5,78128.41,0,19322.09,3710.84,2,0.193,33389.19,36,0.15,2,534,1
ID_3215,33,Master,2.1,41045.54,0,3807.34,4840.88,0,0.427,42623.54,36,0.363,2,482,0
ID_3216,42,High School,3.9,18425.33,0,6871.14,0.0,0,0.275,20503.63,36,0.389,3,458,1
ID_3217,33,Bachelor,8.3,36058.49,1,0.0,1203.94,1,0.347,11966.53,36,0.116,1,576,0
ID_3218,38,Bachelor,1.2,40739.86,0,3529.13,644.05,0,0.326,43699.97,36,0.375,4,400,0
ID_3219,64,Bachelor,8.1,98257.79,1,0.0,3472.36,1,0.457,14728.47,60,0.031,1,624,1
ID_3220,36,Bachelor,2.6,59773.57,0,13540.27,2979.91,1,0.215,27225.25,12,0.478,1,551,0
ID_3221,34,High School,1.0,64358.38,0,15361.19,2971.23,0,0.216,32623.6,60,0.106,1,607,0
ID_3222,31,Bachelor,7.1,97793.25,0,6926.91,3540.2,1,0.233,11146.81,24,0.06,1,604,0
ID_3223,47,Bachelor,0.5,51633.6,1,7707.26,4376.11,0,0.278,11203.34,24,0.114,1,637,0
ID_3224,36,Master,3.6,78991.38,1,20663.93,3187.59,2,0.346,20111.26,60,0.053,3,524,0
ID_3225,31,High School,0.3,76262.04,0,6412.91,5156.01,0,0.164,38392.68,60,0.106,0,649,1
ID_3226,54,Master,2.2,28474.53,1,6077.63,2203.9,1,0.187,31229.46,36,0.384,0,648,0
ID_3227,56,Bachelor,4.6,113152.5,1,17415.47,9906.46,0,0.325,1000.0,36,0.003,2,644,0
ID_3228,31,Master,4.1,26631.48,1,0.0,4534.08,1,0.374,60150.02,24,1.186,4,300,0
ID_3229,18,Bachelor,0.0,85706.45,0,8181.75,4621.92,0,0.393,31840.45,24,0.195,1,547,0
ID_3230,51,Bachelor,2.8,25373.57,1,8628.28,349.56,0,0.119,17374.1,12,0.719,0,628,0
ID_3231,30,Master,1.3,73175.68,0,10270.01,2383.52,0,0.379,22253.98,12,0.319,1,549,0
ID_3232,48,Master,3.0,137442.02,1,0.0,3082.13,1,0.448,20641.43,36,0.053,3,505,0
ID_3233,18,Bachelor,0.0,48703.72,1,6267.05,2938.8,0,0.574,18301.34,36,0.132,3,459,0
ID_3234,49,High School,9.5,47658.78,0,10537.82,5127.39,0,0.092,45983.49,48,0.253,0,687,1
ID_3235,24,Bachelor,0.8,73513.18,0,6847.49,5191.42,4,0.314,67775.82,12,0.968,0,456,0
ID_3236,47,Bachelor,0.2,45949.66,0,0.0,2623.21,0,0.314,15769.6,36,0.12,0,608,1
ID_3237,39,High School,13.6,134475.78,0,9706.43,10901.71,1,0.23,16763.34,60,0.026,1,649,0
ID_3238,27,High School,3.7,59640.86,1,0.0,1256.89,0,0.374,23377.05,60,0.082,2,533,0
ID_3239,34,Master,3.9,46162.14,0,13529.65,2435.56,0,0.177,1000.0,36,0.008,1,625,0
ID_3240,47,High School,7.6,41351.22,0,0.0,0.0,0,0.198,34503.0,24,0.438,0,596,0
ID_3241,40,Bachelor,1.9,33979.94,0,0.0,1981.34,1,0.196,28362.79,24,0.438,2,473,0
ID_3242,46,High School,3.3,39581.71,0,7630.74,3635.8,0,0.115,27691.9,36,0.245,1,612,0
ID_3243,62,High School,17.3,45463.42,0,0.0,5603.16,2,0.256,1000.0,36,0.008,0,665,0
ID_3244,20,High School,2.0,42454.17,0,4245.88,4502.78,3,0.232,1000.0,60,0.005,0,584,1
ID_3245,58,High School,0.8,38984.23,0,6615.58,1071.28,0,0.314,18382.87,60,0.099,0,646,1
ID_3246,40,Bachelor,0.7,154727.47,0,13538.26,9906.87,0,0.418,36907.74,36,0.083,0,648,0
ID_3247,28,Master,1.1,32368.87,0,4931.92,2526.58,0,0.094,1000.0,36,0.011,0,652,1
ID_3248,23,High School,5.0,58297.61,1,15294.64,6582.27,1,0.369,41115.64,12,0.741,1,527,0
ID_3249,36,Bachelor,1.8,72857.48,0,5069.43,8158.63,0,0.46,19539.84,12,0.282,0,593,1
ID_3250,50,Bachelor,0.1,74239.68,1,4652.96,1750.14,3,0.443,10079.67,36,0.048,2,527,0
ID_3251,37,Master,14.4,52611.84,1,5187.5,5660.92,1,0.435,26498.69,12,0.529,2,524,0
ID_3252,57,Bachelor,0.9,48033.25,1,13630.16,2367.66,3,0.423,1642.69,24,0.018,0,643,0
ID_3253,21,Bachelor,0.0,67898.81,0,15183.2,2852.47,0,0.159,1000.0,60,0.003,0,655,0
ID_3254,38,Bachelor,1.4,61899.09,0,3556.36,3885.67,0,0.326,46713.54,48,0.198,2,524,0
ID_3255,23,Master,1.3,47596.79,0,9894.58,2576.93,0,0.495,24123.25,36,0.177,0,579,0
ID_3256,43,High School,2.7,24811.45,0,6304.31,3858.64,1,0.481,12014.66,60,0.102,1,547,0
ID_3257,49,Bachelor,12.7,42874.74,1,10042.18,3252.69,1,0.635,14597.58,24,0.179,2,548,0
ID_3258,33,Master,10.6,30537.93,1,0.0,0.0,2,0.162,11050.34,36,0.127,1,586,0
ID_3259,18,Bachelor,0.0,38809.5,0,0.0,4251.15,1,0.233,18649.37,24,0.252,4,374,0
ID_3260,41,Bachelor,2.6,55083.84,0,3894.1,6148.38,0,0.12,22976.55,60,0.088,0,667,1
ID_3261,44,Bachelor,4.0,64819.91,0,13345.07,3292.97,0,0.197,37376.13,60,0.121,0,671,1
ID_3262,43,High School,1.4,131956.34,1,25445.27,10765.19,1,0.149,12476.68,36,0.033,1,681,1
ID_3263,53,Bachelor,0.3,41410.79,1,12807.54,2522.05,1,0.079,5966.91,36,0.05,0,712,1
ID_3264,26,Bachelor,8.0,79802.72,1,13305.25,7624.98,1,0.234,15351.08,60,0.04,3,556,0
ID_3265,47,Bachelor,1.0,63131.81,1,13124.86,1980.97,0,0.103,69351.69,24,0.577,2,569,0
ID_3266,53,Bachelor,1.1,103569.57,1,10875.06,7464.9,2,0.158,27821.84,36,0.094,0,697,0
ID_3267,18,Master,0.0,72266.38,0,11226.27,7632.62,1,0.108,32194.2,48,0.117,0,633,1
ID_3268,42,High School,3.4,32720.57,0,8346.17,3394.72,0,0.312,20414.5,48,0.164,0,631,0
ID_3269,32,Bachelor,0.1,22890.49,0,10084.09,3565.96,0,0.529,56199.49,36,0.859,2,403,0
ID_3270,38,Bachelor,0.8,63299.38,1,13718.16,1923.21,1,0.389,40474.63,60,0.134,0,643,1
ID_3271,43,Bachelor,2.4,41596.63,1,4987.29,1783.0,1,0.156,6267.65,24,0.079,0,678,1
ID_3272,33,High School,5.8,33184.66,0,10676.71,3164.13,0,0.358,27837.15,36,0.294,0,607,0
ID_3273,30,Bachelor,1.3,28744.77,0,1561.65,1635.93,1,0.26,18035.02,60,0.132,2,496,0
ID_3274,39,Master,2.7,58717.19,0,2752.73,3619.51,0,0.484,32401.04,24,0.29,2,491,0
ID_3275,25,Bachelor,4.1,115134.22,0,0.0,3717.4,1,0.577,42937.71,60,0.078,2,466,0
ID_3276,25,Master,7.0,44163.94,0,6886.16,4265.8,0,0.513,2984.87,36,0.024,0,609,0
ID_3277,47,PhD,2.0,72775.54,1,0.0,7354.56,0,0.088,31461.83,36,0.151,4,509,0
ID_3278,25,High School,0.7,51475.79,1,9184.49,2122.99,1,0.042,10469.7,36,0.071,0,680,1
ID_3279,46,High School,3.4,28433.09,0,3791.91,1660.69,0,0.164,50495.36,60,0.373,0,619,0
ID_3280,44,PhD,6.9,78229.78,0,15893.43,3425.67,0,0.238,42396.24,60,0.114,0,678,1
ID_3281,18,PhD,0.0,31340.11,0,7871.86,1988.75,1,0.329,1000.0,24,0.017,3,455,0
ID_3282,30,High School,2.8,54765.37,0,11665.09,5964.02,3,0.23,4718.89,60,0.018,0,613,1
ID_3283,53,High School,0.1,45671.96,0,3050.56,1179.18,1,0.399,1000.0,12,0.023,1,569,1
ID_3284,27,High School,0.2,84671.87,0,18052.79,6785.5,0,0.026,23891.91,12,0.296,1,612,1
ID_3285,33,PhD,3.3,31917.97,1,7482.48,841.77,0,0.695,30425.88,36,0.334,1,525,0
ID_3286,44,High School,1.8,65869.77,1,8344.46,7051.21,0,0.117,39246.09,36,0.209,0,701,1
ID_3287,48,Bachelor,9.3,35600.01,0,9877.24,4515.39,0,0.031,20577.26,36,0.202,3,560,0
ID_3288,35,Master,4.6,41958.96,0,1710.46,4543.34,0,0.252,19916.69,24,0.249,1,568,0
ID_3289,31,High School,3.0,15000.0,0,0.0,1986.91,0,0.101,30117.25,36,0.703,2,454,0
ID_3290,56,Bachelor,2.6,154206.71,0,26947.46,9243.05,1,0.269,81706.33,12,0.556,0,631,0
ID_3291,59,High School,3.4,71344.71,0,21626.93,3217.28,1,0.242,1000.0,36,0.005,0,687,1
ID_3292,50,Master,0.2,36913.27,0,3646.57,3080.65,1,0.044,1000.0,36,0.009,0,668,1
ID_3293,40,High School,11.2,30874.08,1,8490.8,904.97,3,0.156,15349.51,24,0.261,0,644,1
ID_3294,29,Bachelor,11.0,42284.49,0,4346.03,4459.35,0,0.131,12063.53,36,0.1,0,667,1
ID_3295,29,Bachelor,1.0,77531.51,0,2320.78,5809.44,4,0.304,11718.44,36,0.053,0,564,0
ID_3296,45,High School,0.6,21035.31,0,3840.45,2143.82,1,0.379,24778.03,60,0.247,1,532,0
ID_3297,44,High School,0.8,50473.71,0,10239.87,5571.56,0,0.313,3935.06,36,0.027,0,654,0
ID_3298,55,Bachelor,5.4,131310.62,0,7451.55,8298.54,3,0.258,14285.37,24,0.057,0,649,0
ID_3299,46,High School,5.4,30730.99,0,6286.19,996.58,1,0.142,19698.79,24,0.337,2,532,0
ID_3300,20,Master,2.0,56398.2,1,9388.83,5146.23,0,0.351,20119.63,36,0.125,2,555,0
ID_3301,51,Master,7.0,163024.36,1,0.0,16624.49,0,0.381,22458.46,36,0.048,0,691,0
ID_3302,27,Bachelor,3.0,74315.57,1,13381.4,5729.15,0,0.45,22306.9,36,0.105,0,652,0
ID_3303,34,Bachelor,4.7,57697.08,1,5283.14,4335.56,3,0.159,10465.9,36,0.063,0,653,0
ID_3304,42,Bachelor,5.8,69795.04,0,13845.03,7388.53,0,0.428,20409.89,36,0.102,0,647,1
ID_3305,62,Master,3.6,44336.67,1,7115.07,3812.76,3,0.319,24909.28,24,0.295,1,586,0
ID_3306,75,Bachelor,3.2,103757.91,0,25808.65,11893.31,0,0.194,42285.52,36,0.143,1,681,1
ID_3307,46,High School,5.2,44370.72,0,9048.32,1669.08,0,0.267,1000.0,48,0.006,2,578,0
ID_3308,36,High School,4.1,20341.31,0,0.0,2521.73,0,0.676,25440.59,36,0.438,2,412,0
ID_3309,45,Bachelor,5.2,44549.15,0,8932.0,1639.87,0,0.431,27965.9,36,0.22,0,616,1
ID_3310,49,Bachelor,4.7,33410.74,1,0.0,3269.97,0,0.248,28318.63,36,0.297,2,552,0
ID_3311,35,Bachelor,6.4,47070.56,0,1666.95,2217.74,1,0.191,29163.54,24,0.325,0,600,1
ID_3312,60,High School,5.1,47593.81,1,10678.99,2794.49,0,0.509,1364.06,60,0.006,1,643,0
ID_3313,41,Bachelor,3.7,98588.67,0,21358.57,3421.59,2,0.508,27893.91,36,0.099,1,560,0
ID_3314,44,High School,5.7,76699.19,1,0.0,3173.6,2,0.223,26904.4,36,0.123,0,644,1
ID_3315,46,High School,3.0,61798.4,0,12573.93,1957.7,0,0.422,34861.53,24,0.296,1,568,1
ID_3316,44,Bachelor,1.4,54096.64,1,13859.98,5192.81,1,0.465,22005.3,36,0.142,1,598,1
ID_3317,49,High School,0.0,31906.69,1,6071.76,1493.86,2,0.338,15286.36,24,0.252,2,524,0
ID_3318,31,Bachelor,4.1,18204.29,0,4355.59,1235.79,1,0.148,43021.92,48,0.62,2,467,0
ID_3319,32,Bachelor,4.5,57330.04,0,0.0,0.0,0,0.327,3075.65,24,0.028,1,559,0
ID_3320,25,Bachelor,7.0,80605.37,1,4433.33,1378.86,0,0.343,1000.0,36,0.004,0,670,0
ID_3321,44,Bachelor,2.2,51319.86,0,11064.43,6401.39,1,0.535,2669.68,36,0.018,1,567,0
ID_3322,48,High School,2.5,41463.67,1,5435.23,3854.98,0,0.382,31232.73,36,0.264,2,557,0
ID_3323,44,High School,1.1,68340.04,0,6280.24,7760.97,0,0.187,11989.34,24,0.092,2,576,1
ID_3324,59,Master,0.4,51965.43,0,5185.97,4267.5,0,0.311,22998.77,36,0.155,1,602,1
ID_3325,38,Bachelor,7.4,125853.28,0,23441.45,3118.19,0,0.209,49938.95,24,0.208,0,676,1
ID_3326,47,Bachelor,1.4,100344.46,0,26541.89,3505.89,0,0.376,3807.67,60,0.008,1,625,1
ID_3327,25,High School,4.7,87531.5,1,6527.23,7211.68,0,0.352,1000.0,60,0.002,0,676,1
ID_3328,34,Bachelor,5.8,79131.56,1,5870.91,6786.46,0,0.488,39935.84,24,0.265,2,545,0
ID_3329,47,Bachelor,3.2,28421.93,0,5227.74,4467.15,0,0.467,9980.63,36,0.123,1,568,1
ID_3330,49,Bachelor,10.5,75470.48,1,19580.48,2532.5,0,0.55,3909.37,36,0.018,0,694,1
ID_3331,35,Bachelor,2.9,65392.51,0,11055.37,2685.1,1,0.552,23062.61,24,0.185,0,579,0
ID_3332,38,High School,1.7,73365.74,1,6796.27,2239.1,2,0.294,21559.92,36,0.103,1,598,0
ID_3333,20,High School,2.0,69307.25,0,10354.86,5606.87,0,0.206,9378.82,36,0.047,1,601,0
ID_3334,34,Master,9.9,67940.07,0,6452.44,2442.55,0,0.264,35116.7,36,0.181,1,603,1
ID_3335,49,Master,0.9,209071.85,1,0.0,0.0,0,0.426,10975.71,12,0.055,1,605,1
ID_3336,45,High School,0.1,52151.44,0,6060.63,6852.25,2,0.102,10155.78,12,0.204,2,539,0
ID_3337,45,Bachelor,0.5,86523.27,0,20820.99,8211.89,1,0.738,1000.0,60,0.002,1,551,0
ID_3338,39,High School,1.7,42809.06,0,10899.59,1458.94,0,0.545,1000.0,60,0.005,0,610,1
ID_3339,39,High School,17.9,80444.34,0,18989.94,2265.14,1,0.264,29253.42,12,0.382,1,604,1
ID_3340,31,High School,4.1,86652.4,0,13863.71,7138.98,0,0.218,1225.07,36,0.005,1,630,0
ID_3341,47,High School,2.3,65004.58,0,9139.82,0.0,0,0.423,22251.27,12,0.359,1,549,0
ID_3342,44,Bachelor,11.0,124819.44,0,8249.02,9868.82,0,0.087,59695.78,48,0.126,0,714,0
ID_3343,44,Bachelor,3.0,34817.03,0,11396.22,2415.75,0,0.508,33375.7,12,1.007,4,325,0
ID_3344,32,High School,1.9,42463.05,0,0.0,5066.89,1,0.138,25506.95,36,0.21,1,552,0
ID_3345,18,High School,0.0,60245.91,0,18197.37,6647.8,1,0.153,32636.58,36,0.19,1,575,0
ID_3346,52,Master,9.5,84153.97,0,7923.51,9272.05,1,0.175,63834.84,12,0.796,1,560,0
ID_3347,33,High School,9.3,59261.48,0,14352.74,3992.42,1,0.343,1000.0,36,0.006,1,604,0
ID_3348,28,Bachelor,3.6,103040.72,0,18221.8,4477.55,0,0.307,22553.09,60,0.046,3,520,0
ID_3349,47,High School,7.8,38915.78,0,6613.6,2421.85,1,0.198,51542.39,12,1.391,5,300,0
ID_3350,34,Bachelor,1.0,30629.25,1,7603.57,4373.76,0,0.259,30545.16,36,0.349,0,636,1
ID_3351,51,High School,4.3,63200.29,0,0.0,1700.94,0,0.228,46682.27,24,0.388,1,561,0
ID_3352,46,High School,20.6,52125.52,1,16056.91,2148.67,1,0.48,13738.88,24,0.138,4,508,0
ID_3353,47,High School,1.7,71070.8,0,15604.35,1952.62,3,0.141,2491.14,36,0.012,1,601,1
ID_3354,22,High School,4.0,53439.15,0,0.0,5922.2,0,0.379,59403.14,60,0.233,1,525,0
ID_3355,53,Bachelor,3.4,45706.24,0,10733.23,4222.85,0,0.424,26352.73,24,0.303,2,529,0
ID_3356,42,Bachelor,0.2,52184.0,0,9562.48,6255.1,0,0.254,39867.91,60,0.16,3,508,0
ID_3357,34,High School,7.2,54963.49,1,8979.32,4017.04,2,0.372,40991.71,12,0.783,2,471,0
ID_3358,40,High School,0.9,46514.03,0,3173.38,4965.64,2,0.233,48031.37,60,0.217,2,504,0
ID_3359,18,Bachelor,0.0,48944.09,0,3777.91,2436.22,2,0.083,30300.0,12,0.65,2,444,0
ID_3360,43,Bachelor,0.4,44276.23,1,2647.97,3959.85,0,0.364,31082.66,24,0.369,2,530,0
ID_3361,26,PhD,8.0,83144.27,0,20206.57,4734.32,2,0.411,33953.4,60,0.086,0,612,1
ID_3362,22,Bachelor,1.7,59695.42,0,6364.32,4419.96,0,0.376,13451.39,24,0.118,0,605,1
ID_3363,20,Bachelor,1.3,167439.31,1,7631.24,3500.32,0,0.271,43907.84,12,0.275,0,648,1
ID_3364,52,Bachelor,0.7,58709.23,0,9870.0,1537.68,1,0.622,14713.53,60,0.053,1,549,1
ID_3365,31,Master,13.0,41133.22,0,9430.23,2843.77,2,0.048,44915.66,60,0.229,0,647,0
ID_3366,57,Master,6.2,205939.49,1,10917.04,6354.53,1,0.32,39309.58,48,0.05,0,720,1
ID_3367,32,High School,6.8,66623.54,0,2636.06,3597.69,1,0.201,1000.0,60,0.003,2,555,0
ID_3368,18,High School,0.0,88881.77,0,0.0,2002.89,2,0.324,39520.46,24,0.233,4,355,0
ID_3369,25,High School,3.2,72842.25,0,14918.7,2336.41,1,0.158,29205.3,36,0.14,1,591,0
ID_3370,53,Bachelor,0.6,73976.7,0,5791.39,7370.05,1,0.219,49009.72,48,0.174,2,555,0
ID_3371,37,Bachelor,4.1,70815.06,1,10986.66,7373.61,0,0.366,56188.9,60,0.167,1,626,1
ID_3372,32,Bachelor,1.4,31224.48,0,2060.28,3610.22,0,0.533,26994.26,60,0.182,1,519,0
ID_3373,40,High School,18.9,65105.51,1,6781.81,5655.82,0,0.276,31426.36,12,0.507,3,541,0
ID_3374,45,Bachelor,8.0,27933.15,1,4066.07,3952.25,2,0.324,1901.16,36,0.024,0,657,1
ID_3375,52,Master,2.7,49653.22,0,0.0,4512.56,3,0.375,21968.28,36,0.155,3,430,0
ID_3376,56,High School,0.8,37691.55,1,2199.3,2978.43,0,0.224,54805.02,60,0.305,2,570,0
ID_3377,34,Bachelor,7.7,64778.89,1,9475.99,3697.86,1,0.201,25006.88,24,0.203,0,675,1
ID_3378,23,Bachelor,0.7,64027.19,0,0.0,1383.77,0,0.026,41694.75,12,0.684,2,467,1
ID_3379,34,Master,1.0,68911.13,0,16318.18,3245.41,0,0.349,24608.31,24,0.187,1,579,0
ID_3380,42,Master,1.2,62545.42,0,3125.04,5935.22,1,0.583,22897.54,36,0.128,0,575,0
ID_3381,27,Bachelor,4.1,39998.1,0,10052.93,3560.74,0,0.337,35342.57,12,0.928,2,434,0
